post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,tax:product_brand,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,attribute:pa_color,attribute_data:pa_color,attribute_default:pa_color,attribute:pa_image,attribute_data:pa_image,attribute_default:pa_image,attribute:pa_size,attribute_data:pa_size,attribute_default:pa_size,attribute:pa_style,attribute_data:pa_style,attribute_default:pa_style
"Oliver Peoples Glasses",oliver-peoples-glasses,,11645,"<img src=""https://minimog.thememove.com/wp-content/themes/minimog/assets/images/placeholder-transparent.png"" alt=""product_case_phone_15_a"" width=""800"" height=""800"" data-src=""http://localhost/egifts/wp-content/uploads/2021/12/product_case_phone_15_a.png"" />
<h4>The Iconic Silhouette</h4>
He garments labelled as Committed are products that have been produced using sustainable fibers or processes, reducing their environmental impact. Mango's goal is to support the implementation of practices more committed to the environment, and therefore increase the number of sustainable garments in the collection.
<h6>Infomation</h6>
Cutaway collar
Front button fastening
Chest patch pocket
Long sleeves
<h6>Composition</h6>
Cotton 100%
<h6>Wearing</h6>
Model is 1.84 m wearing
size M
<h6>Washing Instructions</h6>
<img src=""https://minimog.thememove.com/wp-content/themes/minimog/assets/images/placeholder-transparent.png"" alt=""washing-instruction"" width=""183"" height=""36"" data-src=""http://localhost/egifts/wp-content/uploads/2021/12/washing-instruction.png"" />
Machine wash, no ironing,
don’t dry clean, don’t tumble dry","It expresses an abstract form of unity and tribute to our natural geographical landscapes.",publish,,0,"2021-09-27 15:15:29",1,open,,,,no,no,450,79,,,,,,,visible,instock,no,no,,yes,taxable,667|880|902|906|883,,,,,'-1,'-1,,,"http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_12_1.jpg ! alt :  ! title : product_glasses_12_1 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_12_2.jpg ! alt :  ! title : product_glasses_12_2 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_12_3.jpg ! alt :  ! title : product_glasses_12_3 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_12_4.jpg ! alt :  ! title : product_glasses_12_4 ! desc :  ! caption : ",,http://localhost/egifts/product/oliver-peoples-glasses/,Minimog,simple,,"Glasses > Glasses",,,,,,,,,,,,,,
"Unisex Gentle Monster",unisex-gentle-monster,,11699,"<img  src=""https://minimog.thememove.com/wp-content/themes/minimog/assets/images/placeholder-transparent.png"" alt=""product_glasses_11_2"" width=""850"" height=""1110"" data-src=""http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_11_2.jpg"" />									
			<h4>The Iconic Silhouette</h4>		
		He garments labelled as Committed are products that have been produced using sustainable fibers or processes, reducing their environmental impact. Mango's goal is to support the implementation of practices more committed to the environment, and therefore increase the number of sustainable garments in the collection.		
			<h6>Infomation</h6>		
										Cutaway collar									
										Front button fastening									
										Chest patch pocket									
										Long sleeves									
			<h6>Composition</h6>		
				<p>Cotton 100%</p>			
			<h6>Wearing</h6>		
				<p>Model is 1.84 m wearing<br />size M</p>			
			<h6>Washing Instructions</h6>		
										<img  src=""https://minimog.thememove.com/wp-content/themes/minimog/assets/images/placeholder-transparent.png"" alt=""washing-instruction"" width=""183"" height=""36"" data-src=""http://localhost/egifts/wp-content/uploads/2021/12/washing-instruction.png"" />									
				Machine wash, no ironing,
don’t dry clean, don’t tumble dry","It expresses an abstract form of unity and tribute to our natural geographical landscapes.",publish,,0,"2021-09-27 15:20:22",1,open,,,,no,no,450,59,,,,,,,visible,instock,no,no,,yes,taxable,667|880|902|906|883,,,,,'-1,'-1,,,"http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_11_1.jpg ! alt :  ! title : product_glasses_11_1 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_11_3.jpg ! alt :  ! title : product_glasses_11_3 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_11_4.jpg ! alt :  ! title : product_glasses_11_4 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_11_2.jpg ! alt :  ! title : product_glasses_11_2 ! desc :  ! caption : ",,http://localhost/egifts/product/unisex-gentle-monster/,Minimog,simple,,"Glasses > Sunglasses",,,,,,,,,,,,,,
"Silhouette Momentum Full",silhouette-momentum-full,,11704,"<img  src=""https://minimog.thememove.com/wp-content/themes/minimog/assets/images/placeholder-transparent.png"" alt=""product_glasses_10_2"" width=""850"" height=""1110"" data-src=""http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_10_2.jpg"" />									
			<h4>The Iconic Silhouette</h4>		
		He garments labelled as Committed are products that have been produced using sustainable fibers or processes, reducing their environmental impact. Mango's goal is to support the implementation of practices more committed to the environment, and therefore increase the number of sustainable garments in the collection.		
			<h6>Infomation</h6>		
										Cutaway collar									
										Front button fastening									
										Chest patch pocket									
										Long sleeves									
			<h6>Composition</h6>		
				<p>Cotton 100%</p>			
			<h6>Wearing</h6>		
				<p>Model is 1.84 m wearing<br />size M</p>			
			<h6>Washing Instructions</h6>		
										<img  src=""https://minimog.thememove.com/wp-content/themes/minimog/assets/images/placeholder-transparent.png"" alt=""washing-instruction"" width=""183"" height=""36"" data-src=""http://localhost/egifts/wp-content/uploads/2021/12/washing-instruction.png"" />									
				Machine wash, no ironing,
don’t dry clean, don’t tumble dry","It expresses an abstract form of unity and tribute to our natural geographical landscapes.",publish,,0,"2021-09-27 15:25:37",1,open,,,,no,no,450,75,,,,,,,visible,instock,no,no,,yes,taxable,667|880|902|906|883,,,,,'-1,'-1,,,"http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_10_1.jpg ! alt :  ! title : product_glasses_10_1 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_10_2.jpg ! alt :  ! title : product_glasses_10_2 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_10_3.jpg ! alt :  ! title : product_glasses_10_3 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_10_4.jpg ! alt :  ! title : product_glasses_10_4 ! desc :  ! caption : ",,http://localhost/egifts/product/silhouette-momentum-full/,Minimog,simple,,"Glasses > Glasses|Glasses > New arrivals",,,,,,,,,,,,,,
"Round Frame Sunglasses",round-frame-sunglasses,,11705,"<img  src=""https://minimog.thememove.com/wp-content/themes/minimog/assets/images/placeholder-transparent.png"" alt=""product_glasses_09_4"" width=""850"" height=""1110"" data-src=""http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_09_4.jpg"" />									
			<h4>The Iconic Silhouette</h4>		
		He garments labelled as Committed are products that have been produced using sustainable fibers or processes, reducing their environmental impact. Mango's goal is to support the implementation of practices more committed to the environment, and therefore increase the number of sustainable garments in the collection.		
			<h6>Infomation</h6>		
										Cutaway collar									
										Front button fastening									
										Chest patch pocket									
										Long sleeves									
			<h6>Composition</h6>		
				<p>Cotton 100%</p>			
			<h6>Wearing</h6>		
				<p>Model is 1.84 m wearing<br />size M</p>			
			<h6>Washing Instructions</h6>		
										<img  src=""https://minimog.thememove.com/wp-content/themes/minimog/assets/images/placeholder-transparent.png"" alt=""washing-instruction"" width=""183"" height=""36"" data-src=""http://localhost/egifts/wp-content/uploads/2021/12/washing-instruction.png"" />									
				Machine wash, no ironing,
don’t dry clean, don’t tumble dry","It expresses an abstract form of unity and tribute to our natural geographical landscapes.",publish,,0,"2021-09-27 15:25:39",1,open,,,,no,no,450,79,,,,,,,visible,instock,no,no,,yes,taxable,667|880|902|906|883,,,,,'-1,'-1,,,"http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_09_1.jpg ! alt :  ! title : product_glasses_09_1 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_09_3.jpg ! alt :  ! title : product_glasses_09_3 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_09_2.jpg ! alt :  ! title : product_glasses_09_2 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_09_4.jpg ! alt :  ! title : product_glasses_09_4 ! desc :  ! caption : ",,http://localhost/egifts/product/round-frame-sunglasses/,Minimog,simple,,"Glasses > Sunglasses",,,,,,,,,,,,,,
"Navy Sparkle Sunglasses",navy-sparkle-sunglasses,,11706,"<img  src=""https://minimog.thememove.com/wp-content/themes/minimog/assets/images/placeholder-transparent.png"" alt=""product_glasses_08_3"" width=""850"" height=""1110"" data-src=""http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_08_3.jpg"" />									
			<h4>The Iconic Silhouette</h4>		
		He garments labelled as Committed are products that have been produced using sustainable fibers or processes, reducing their environmental impact. Mango's goal is to support the implementation of practices more committed to the environment, and therefore increase the number of sustainable garments in the collection.		
			<h6>Infomation</h6>		
										Cutaway collar									
										Front button fastening									
										Chest patch pocket									
										Long sleeves									
			<h6>Composition</h6>		
				<p>Cotton 100%</p>			
			<h6>Wearing</h6>		
				<p>Model is 1.84 m wearing<br />size M</p>			
			<h6>Washing Instructions</h6>		
										<img  src=""https://minimog.thememove.com/wp-content/themes/minimog/assets/images/placeholder-transparent.png"" alt=""washing-instruction"" width=""183"" height=""36"" data-src=""http://localhost/egifts/wp-content/uploads/2021/12/washing-instruction.png"" />									
				Machine wash, no ironing,
don’t dry clean, don’t tumble dry","It expresses an abstract form of unity and tribute to our natural geographical landscapes.",publish,,0,"2021-09-27 15:25:39",1,open,,,,no,no,450,89,,,,,,,visible,instock,no,no,,yes,taxable,667|880|902|906|883,,,,,'-1,'-1,,,"http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_08_1.jpg ! alt :  ! title : product_glasses_08_1 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_08_2.jpg ! alt :  ! title : product_glasses_08_2 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_08_3.jpg ! alt :  ! title : product_glasses_08_3 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_08_4.jpg ! alt :  ! title : product_glasses_08_4 ! desc :  ! caption : ",,http://localhost/egifts/product/navy-sparkle-sunglasses/,Minimog,simple,,"Glasses > New arrivals|Glasses > Sunglasses",,,,,,,,,,,,,,
"Lindberg Unisex Glasses",lindberg-unisex-glasses,,11707,"<img  src=""https://minimog.thememove.com/wp-content/themes/minimog/assets/images/placeholder-transparent.png"" alt=""product_glasses_07_3"" width=""850"" height=""1110"" data-src=""http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_07_3.jpg"" />									
			<h4>The Iconic Silhouette</h4>		
		He garments labelled as Committed are products that have been produced using sustainable fibers or processes, reducing their environmental impact. Mango's goal is to support the implementation of practices more committed to the environment, and therefore increase the number of sustainable garments in the collection.		
			<h6>Infomation</h6>		
										Cutaway collar									
										Front button fastening									
										Chest patch pocket									
										Long sleeves									
			<h6>Composition</h6>		
				<p>Cotton 100%</p>			
			<h6>Wearing</h6>		
				<p>Model is 1.84 m wearing<br />size M</p>			
			<h6>Washing Instructions</h6>		
										<img  src=""https://minimog.thememove.com/wp-content/themes/minimog/assets/images/placeholder-transparent.png"" alt=""washing-instruction"" width=""183"" height=""36"" data-src=""http://localhost/egifts/wp-content/uploads/2021/12/washing-instruction.png"" />									
				Machine wash, no ironing,
don’t dry clean, don’t tumble dry","It expresses an abstract form of unity and tribute to our natural geographical landscapes.",publish,,0,"2021-09-27 15:25:40",1,open,,,,no,no,450,54,,,,,,,visible,instock,no,no,,yes,taxable,667|880|902|906|883,,,,,'-1,'-1,,,"http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_07_1.jpg ! alt :  ! title : product_glasses_07_1 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_07_2.jpg ! alt :  ! title : product_glasses_07_2 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_07_3.jpg ! alt :  ! title : product_glasses_07_3 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_07_4.jpg ! alt :  ! title : product_glasses_07_4 ! desc :  ! caption : ",,http://localhost/egifts/product/lindberg-unisex-glasses/,Minimog,simple,,"Glasses > Glasses|Glasses > New arrivals",,,,,,,,,,,,,,
"Clubmaster Sunglasses",clubmaster-sunglasses,,11730,"<img  src=""https://minimog.thememove.com/wp-content/themes/minimog/assets/images/placeholder-transparent.png"" alt=""product_glasses_06_4"" width=""850"" height=""1110"" data-src=""http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_06_4.jpg"" />									
			<h4>The Iconic Silhouette</h4>		
		He garments labelled as Committed are products that have been produced using sustainable fibers or processes, reducing their environmental impact. Mango's goal is to support the implementation of practices more committed to the environment, and therefore increase the number of sustainable garments in the collection.		
			<h6>Infomation</h6>		
										Cutaway collar									
										Front button fastening									
										Chest patch pocket									
										Long sleeves									
			<h6>Composition</h6>		
				<p>Cotton 100%</p>			
			<h6>Wearing</h6>		
				<p>Model is 1.84 m wearing<br />size M</p>			
			<h6>Washing Instructions</h6>		
										<img  src=""https://minimog.thememove.com/wp-content/themes/minimog/assets/images/placeholder-transparent.png"" alt=""washing-instruction"" width=""183"" height=""36"" data-src=""http://localhost/egifts/wp-content/uploads/2021/12/washing-instruction.png"" />									
				Machine wash, no ironing,
don’t dry clean, don’t tumble dry","It expresses an abstract form of unity and tribute to our natural geographical landscapes.",publish,,0,"2021-09-27 15:31:37",1,open,,,,no,no,450,86,,,,,,,visible,instock,no,no,,yes,taxable,667|880|902|906|883,,,,,'-1,'-1,,,"http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_06_1.jpg ! alt :  ! title : product_glasses_06_1 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_06_2.jpg ! alt :  ! title : product_glasses_06_2 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_06_3.jpg ! alt :  ! title : product_glasses_06_3 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_06_4.jpg ! alt :  ! title : product_glasses_06_4 ! desc :  ! caption : ",,http://localhost/egifts/product/clubmaster-sunglasses/,Minimog,simple,,"Glasses > New arrivals|Glasses > Sunglasses",,,,,,,,,,,,,,
"Thick Plastic Sunglasses",thick-plastic-sunglasses,,11735,"<img src=""https://minimog.thememove.com/wp-content/themes/minimog/assets/images/placeholder-transparent.png"" alt=""product_glasses_05_2"" width=""850"" height=""1110"" data-src=""http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_05_2.jpg"" />
<h4>The Iconic Silhouette</h4>
He garments labelled as Committed are products that have been produced using sustainable fibers or processes, reducing their environmental impact. Mango's goal is to support the implementation of practices more committed to the environment, and therefore increase the number of sustainable garments in the collection.
<h6>Infomation</h6>
Cutaway collar
Front button fastening
Chest patch pocket
Long sleeves
<h6>Composition</h6>
Cotton 100%
<h6>Wearing</h6>
Model is 1.84 m wearing
size M
<h6>Washing Instructions</h6>
<img src=""https://minimog.thememove.com/wp-content/themes/minimog/assets/images/placeholder-transparent.png"" alt=""washing-instruction"" width=""183"" height=""36"" data-src=""http://localhost/egifts/wp-content/uploads/2021/12/washing-instruction.png"" />
Machine wash, no ironing,
don’t dry clean, don’t tumble dry","It expresses an abstract form of unity and tribute to our natural geographical landscapes.",publish,,0,"2021-09-27 15:33:02",1,open,,,,no,no,450,86,,,,,,,visible,instock,no,no,,yes,taxable,667|880|902|906|883,,,,,'-1,'-1,,,"http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_05_1.jpg ! alt :  ! title : product_glasses_05_1 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_05_2.jpg ! alt :  ! title : product_glasses_05_2 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_05_3.jpg ! alt :  ! title : product_glasses_05_3 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_05_4.jpg ! alt :  ! title : product_glasses_05_4 ! desc :  ! caption : ",,http://localhost/egifts/product/thick-plastic-sunglasses/,Minimog,simple,,"Glasses > Sunglasses",,,,,,,,,,,,,,
"Unisex Puma Glasses",unisex-puma-glasses,,11736,"<img  src=""https://minimog.thememove.com/wp-content/themes/minimog/assets/images/placeholder-transparent.png"" alt=""product_glasses_04_2"" width=""850"" height=""1110"" data-src=""http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_04_2.jpg"" />									
			<h4>The Iconic Silhouette</h4>		
		He garments labelled as Committed are products that have been produced using sustainable fibers or processes, reducing their environmental impact. Mango's goal is to support the implementation of practices more committed to the environment, and therefore increase the number of sustainable garments in the collection.		
			<h6>Infomation</h6>		
										Cutaway collar									
										Front button fastening									
										Chest patch pocket									
										Long sleeves									
			<h6>Composition</h6>		
				<p>Cotton 100%</p>			
			<h6>Wearing</h6>		
				<p>Model is 1.84 m wearing<br />size M</p>			
			<h6>Washing Instructions</h6>		
										<img  src=""https://minimog.thememove.com/wp-content/themes/minimog/assets/images/placeholder-transparent.png"" alt=""washing-instruction"" width=""183"" height=""36"" data-src=""http://localhost/egifts/wp-content/uploads/2021/12/washing-instruction.png"" />									
				Machine wash, no ironing,
don’t dry clean, don’t tumble dry","It expresses an abstract form of unity and tribute to our natural geographical landscapes.",publish,,0,"2021-09-27 15:33:04",1,open,,,,no,no,450,99,,,,,,,visible,instock,no,no,,yes,taxable,667|880|902|906|883,,,,,'-1,'-1,,,"http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_04_1.jpg ! alt :  ! title : product_glasses_04_1 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_04_2.jpg ! alt :  ! title : product_glasses_04_2 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_04_3.jpg ! alt :  ! title : product_glasses_04_3 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_04_4.jpg ! alt :  ! title : product_glasses_04_4 ! desc :  ! caption : ",,http://localhost/egifts/product/unisex-puma-glasses/,Minimog,simple,,"Glasses > New arrivals|Glasses > Sunglasses",,,,,,,,,,,,,,
"Unisex Exodus Glasses",unisex-exodus-glasses,,11746,"<img  src=""https://minimog.thememove.com/wp-content/themes/minimog/assets/images/placeholder-transparent.png"" alt=""product_glasses_03_2"" width=""850"" height=""1110"" data-src=""http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_03_2.jpg"" />									
			<h4>The Iconic Silhouette</h4>		
		He garments labelled as Committed are products that have been produced using sustainable fibers or processes, reducing their environmental impact. Mango's goal is to support the implementation of practices more committed to the environment, and therefore increase the number of sustainable garments in the collection.		
			<h6>Infomation</h6>		
										Cutaway collar									
										Front button fastening									
										Chest patch pocket									
										Long sleeves									
			<h6>Composition</h6>		
				<p>Cotton 100%</p>			
			<h6>Wearing</h6>		
				<p>Model is 1.84 m wearing<br />size M</p>			
			<h6>Washing Instructions</h6>		
										<img  src=""https://minimog.thememove.com/wp-content/themes/minimog/assets/images/placeholder-transparent.png"" alt=""washing-instruction"" width=""183"" height=""36"" data-src=""http://localhost/egifts/wp-content/uploads/2021/12/washing-instruction.png"" />									
				Machine wash, no ironing,
don’t dry clean, don’t tumble dry","It expresses an abstract form of unity and tribute to our natural geographical landscapes.",publish,,0,"2021-09-27 15:35:37",1,open,,,,no,no,446,79,,,,,,,visible,instock,no,no,,yes,taxable,667|880|902|906|883,,,,,'-1,'-1,,,"http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_03_1.jpg ! alt :  ! title : product_glasses_03_1 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_03_2.jpg ! alt :  ! title : product_glasses_03_2 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_03_3.jpg ! alt :  ! title : product_glasses_03_3 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_03_4.jpg ! alt :  ! title : product_glasses_03_4 ! desc :  ! caption : ",,http://localhost/egifts/product/unisex-exodus-glasses/,Minimog,simple,,"Glasses > Sunglasses",,,,,,,,,,,,,,
"Gucci Men's Glasses",gucci-mens-glasses,,11747,"<img  src=""https://minimog.thememove.com/wp-content/themes/minimog/assets/images/placeholder-transparent.png"" alt=""product_glasses_02_2"" width=""850"" height=""1110"" data-src=""http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_02_2.jpg"" />									
			<h4>The Iconic Silhouette</h4>		
		He garments labelled as Committed are products that have been produced using sustainable fibers or processes, reducing their environmental impact. Mango's goal is to support the implementation of practices more committed to the environment, and therefore increase the number of sustainable garments in the collection.		
			<h6>Infomation</h6>		
										Cutaway collar									
										Front button fastening									
										Chest patch pocket									
										Long sleeves									
			<h6>Composition</h6>		
				<p>Cotton 100%</p>			
			<h6>Wearing</h6>		
				<p>Model is 1.84 m wearing<br />size M</p>			
			<h6>Washing Instructions</h6>		
										<img  src=""https://minimog.thememove.com/wp-content/themes/minimog/assets/images/placeholder-transparent.png"" alt=""washing-instruction"" width=""183"" height=""36"" data-src=""http://localhost/egifts/wp-content/uploads/2021/12/washing-instruction.png"" />									
				Machine wash, no ironing,
don’t dry clean, don’t tumble dry","It expresses an abstract form of unity and tribute to our natural geographical landscapes.",publish,,0,"2021-09-27 15:35:37",1,open,,,,no,no,450,68,,,,,,,visible,instock,no,no,,yes,taxable,667|880|902|906|883,,,,,'-1,'-1,,,"http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_02_3.jpg ! alt :  ! title : product_glasses_02_3 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_02_1.jpg ! alt :  ! title : product_glasses_02_1 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_02_2.jpg ! alt :  ! title : product_glasses_02_2 ! desc :  ! caption : ",,http://localhost/egifts/product/gucci-mens-glasses/,Minimog,simple,,"Glasses > New arrivals|Glasses > Sunglasses",,,,,,,,,,,,,,
"Full Rim Eyeglasses",full-rim-eyeglasses,,11756,"<img  src=""https://minimog.thememove.com/wp-content/themes/minimog/assets/images/placeholder-transparent.png"" alt=""product_glasses_01_5"" width=""850"" height=""1110"" data-src=""http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_01_5.jpg"" />									
			<h4>The Iconic Silhouette</h4>		
		He garments labelled as Committed are products that have been produced using sustainable fibers or processes, reducing their environmental impact. Mango's goal is to support the implementation of practices more committed to the environment, and therefore increase the number of sustainable garments in the collection.		
			<h6>Infomation</h6>		
										Cutaway collar									
										Front button fastening									
										Chest patch pocket									
										Long sleeves									
			<h6>Composition</h6>		
				<p>Cotton 100%</p>			
			<h6>Wearing</h6>		
				<p>Model is 1.84 m wearing<br />size M</p>			
			<h6>Washing Instructions</h6>		
										<img  src=""https://minimog.thememove.com/wp-content/themes/minimog/assets/images/placeholder-transparent.png"" alt=""washing-instruction"" width=""183"" height=""36"" data-src=""http://localhost/egifts/wp-content/uploads/2021/12/washing-instruction.png"" />									
				Machine wash, no ironing,
don’t dry clean, don’t tumble dry","It expresses an abstract form of unity and tribute to our natural geographical landscapes.",publish,,0,"2021-09-27 15:38:30",1,open,,,,no,no,450,73,,,,,,,visible,instock,no,no,,yes,taxable,667|880|902|906|883,,,,,'-1,'-1,,,"http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_01_1.jpg ! alt :  ! title : product_glasses_01_1 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_01_2.jpg ! alt :  ! title : product_glasses_01_2 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_01_4.jpg ! alt :  ! title : product_glasses_01_4 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/01/product_glasses_01_5.jpg ! alt :  ! title : product_glasses_01_5 ! desc :  ! caption : ",,http://localhost/egifts/product/full-rim-eyeglasses/,Minimog,simple,,"Glasses > Glasses|Glasses > New arrivals",,,,,,,,,,,,,,
"Focused by Fredi",focused-by-fredi,,11992,"<img  src=""https://minimog.thememove.com/wp-content/themes/minimog/assets/images/placeholder-transparent.png"" alt=""h_supplyment_image_02b"" width=""800"" height=""951"" data-src=""http://localhost/egifts/wp-content/uploads/2022/02/h_supplyment_image_02b.jpg"" />									
			<h4>The Iconic Silhouette</h4>		
		He garments labelled as Committed are products that have been produced using sustainable fibers or processes, reducing their environmental impact. Mango's goal is to support the implementation of practices more committed to the environment, and therefore increase the number of sustainable garments in the collection.		
			<h6>Infomation</h6>		
										Cutaway collar									
										Front button fastening									
										Chest patch pocket									
										Long sleeves									
			<h6>Composition</h6>		
				<p>Cotton 100%</p>			
			<h6>Wearing</h6>		
				<p>Model is 1.84 m wearing<br />size M</p>			
			<h6>Washing Instructions</h6>		
										<img  src=""https://minimog.thememove.com/wp-content/themes/minimog/assets/images/placeholder-transparent.png"" alt=""washing-instruction"" width=""183"" height=""36"" data-src=""http://localhost/egifts/wp-content/uploads/2021/12/washing-instruction.png"" />									
				Machine wash, no ironing,
don’t dry clean, don’t tumble dry","Roughly half a cup of coffee's worth of natural caffeine, extracted from green coffee beans which promote energy, brain function, and mood.",publish,,0,"2021-11-08 03:44:51",1,open,,,,no,no,,49,,,,,,,visible,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost/egifts/wp-content/uploads/2022/02/product_supplyment.jpeg ! alt :  ! title : product_supplyment ! desc :  ! caption : ",,http://localhost/egifts/product/focused-by-fredi/,Minimog,simple,,Supplement,,,,,,,,,,,,,,
